#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     50.646            921845218               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        233555                      250282                      0                           0                           
GPU 2     54.795            1000227030              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        80267                       156140                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        74498                       226760                      0                           0                           
GPU 4     56.521            1031089785              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        84564                       161898                      0                           0                           
GPU 0     62.673            1270582207              N/A            N/A            22                2                 0.212        0.093        0.039        0.011        0.018        0.000        0.010        0.000        8237694                     49093501                    0                           0                           
GPU 1     50.646            921896074               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        361946                      339942                      0                           0                           
GPU 2     54.795            1000282063              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        334828                      327649                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        94075                       281993                      0                           0                           
GPU 4     56.521            1031146508              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        314629                      316419                      0                           0                           
GPU 0     62.121            1270646217              N/A            N/A            21                2                 0.221        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8664055                     51352943                    0                           0                           
GPU 1     50.646            921946892               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        464117                      396015                      0                           0                           
GPU 2     54.795            1000337072              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        439368                      377191                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        59720                       260138                      0                           0                           
GPU 4     56.521            1031203199              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        439018                      386373                      0                           0                           
GPU 0     63.373            1270710098              N/A            N/A            22                2                 0.216        0.097        0.041        0.011        0.018        0.000        0.000        0.000        8167936                     49870198                    0                           0                           
GPU 1     50.646            921997739               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        212328                      249059                      0                           0                           
GPU 2     54.795            1000392045              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        209086                      247630                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        59339                       251567                      0                           0                           
GPU 4     56.521            1031259907              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        215107                      253003                      0                           0                           
GPU 0     63.373            1270774113              N/A            N/A            2                 1                 0.220        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8520291                     50910144                    0                           0                           
GPU 1     50.646            922048524               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        445169                      387036                      0                           0                           
GPU 2     54.795            1000447002              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        409100                      367218                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        70244                       271226                      0                           0                           
GPU 4     56.521            1031316645              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        443165                      386404                      0                           0                           
GPU 0     65.438            1270835664              N/A            N/A            22                2                 0.061        0.017        0.010        0.002        0.011        0.000        0.008        0.000        4276419                     29427826                    0                           0                           
GPU 1     50.646            922099289               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        312503                      319146                      0                           0                           
GPU 2     54.795            1000501955              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        350312                      342141                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        69304                       272955                      0                           0                           
GPU 4     56.521            1031373354              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        381659                      361171                      0                           0                           
GPU 0     63.126            1270897229              N/A            N/A            22                2                 0.156        0.070        0.030        0.008        0.016        0.000        0.005        0.000        7021877                     44884480                    0                           0                           
GPU 1     50.646            922150113               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        268259                      288359                      0                           0                           
GPU 2     54.795            1000556916              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        320504                      315170                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        76048                       263950                      0                           0                           
GPU 4     56.521            1031430076              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        330743                      324082                      0                           0                           
GPU 0     65.199            1270961060              N/A            N/A            23                2                 0.219        0.098        0.041        0.011        0.019        0.000        0.010        0.000        8398521                     50677180                    0                           0                           
GPU 1     50.646            922200923               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        381830                      352237                      0                           0                           
GPU 2     54.795            1000611861              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        375277                      347092                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        82130                       247745                      0                           0                           
GPU 4     56.521            1031486812              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        399786                      361772                      0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     64.672            1271025123              N/A            N/A            22                2                 0.221        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8705640                     51359567                    0                           0                           
GPU 1     50.646            922251726               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        341843                      329518                      0                           0                           
GPU 2     54.795            1000666825              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        297245                      300884                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        77170                       272586                      0                           0                           
GPU 4     56.521            1031543527              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        331941                      324619                      0                           0                           
GPU 0     64.433            1271089013              N/A            N/A            22                2                 0.218        0.096        0.040        0.011        0.018        0.000        0.010        0.000        8477037                     50509186                    0                           0                           
GPU 1     50.646            922302528               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        295499                      298848                      0                           0                           
GPU 2     54.795            1000721792              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        316164                      311291                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        58052                       247983                      0                           0                           
GPU 4     56.521            1031600249              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        294653                      294265                      0                           0                           
GPU 0     64.187            1271153030              N/A            N/A            23                2                 0.222        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8511367                     51100991                    0                           0                           
GPU 1     50.646            922353314               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        206750                      248558                      0                           0                           
GPU 2     54.795            1000776762              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        136366                      206940                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        54696                       266710                      0                           0                           
GPU 4     56.521            1031656964              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        96470                       187327                      0                           0                           
GPU 0     64.433            1271216876              N/A            N/A            22                2                 0.223        0.000        0.000        0.000        0.019        0.000        0.010        0.000        8609760                     51263168                    0                           0                           
GPU 1     50.646            922404083               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        408826                      364902                      0                           0                           
GPU 2     54.795            1000831740              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        398622                      358479                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        56584                       249813                      0                           0                           
GPU 4     56.521            1031713734              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        322886                      318053                      0                           0                           
GPU 0     63.126            1271280749              N/A            N/A            23                2                 0.220        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8462891                     50793170                    0                           0                           
GPU 1     50.646            922454892               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        294168                      291412                      0                           0                           
GPU 2     54.795            1000886702              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        282243                      285180                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        52717                       249435                      0                           0                           
GPU 4     56.587            1031770494              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        277572                      286387                      0                           0                           
GPU 0     65.732            1271344787              N/A            N/A            2                 1                 0.185        0.096        0.040        0.011        0.016        0.000        0.007        0.000        7122729                     42952461                    0                           0                           
GPU 1     50.646            922505731               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        223500                      264780                      0                           0                           
GPU 2     54.795            1000941682              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        239841                      272881                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        55747                       263086                      0                           0                           
GPU 4     56.521            1031827211              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        234511                      273200                      0                           0                           
GPU 0     72.709            1271406235              N/A            N/A            2                 0                 0.024        0.023        0.013        0.003        0.010        0.000        0.000        0.000        3412951                     27948030                    0                           0                           
GPU 1     50.646            922556519               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        297122                      291587                      0                           0                           
GPU 2     54.795            1000996650              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        330196                      308755                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        85174                       251346                      0                           0                           
GPU 4     56.521            1031883921              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        349781                      319196                      0                           0                           
