#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 1     50.646            919326261               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        287695                      292258                      0                           0                           
GPU 2     54.795            997495665               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        270913                      283554                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        56287                       244562                      0                           0                           
GPU 4     56.521            1028269649              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        293102                      298001                      0                           0                           
GPU 0     64.748            1267453770              N/A            N/A            22                2                 0.218        0.098        0.041        0.011        0.019        0.000        0.010        0.000        8340964                     50879787                    0                           0                           
GPU 1     50.406            919377021               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        242013                      274434                      0                           0                           
GPU 2     54.795            997550617               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        253743                      280402                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        51419                       253817                      0                           0                           
GPU 4     56.521            1028326335              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        243099                      277941                      0                           0                           
GPU 0     63.126            1267517988              N/A            N/A            23                2                 0.217        0.000        0.000        0.000        0.019        0.000        0.010        0.000        8549105                     50728454                    0                           0                           
GPU 1     50.646            919427760               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        236948                      245330                      0                           0                           
GPU 2     54.795            997605570               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        281467                      273477                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        46323                       230929                      0                           0                           
GPU 4     56.521            1028383060              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        282367                      276801                      0                           0                           
GPU 0     63.899            1267582094              N/A            N/A            22                2                 0.219        0.097        0.040        0.011        0.019        0.000        0.010        0.000        8447043                     51124559                    0                           0                           
GPU 1     50.646            919478522               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        195095                      245087                      0                           0                           
GPU 2     54.795            997660543               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        232921                      269295                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        50627                       249723                      0                           0                           
GPU 4     56.521            1028439764              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        249857                      279071                      0                           0                           
GPU 0     57.976            1267644965              N/A            N/A            18                2                 0.217        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8352375                     50661051                    0                           0                           
GPU 1     50.646            919529312               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        165889                      218764                      0                           0                           
GPU 2     54.795            997715478               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        170912                      221051                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        49801                       250003                      0                           0                           
GPU 4     56.521            1028496484              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        178488                      226705                      0                           0                           
GPU 0     57.976            1267705528              N/A            N/A            3                 2                 0.085        0.062        0.026        0.007        0.012        0.000        0.000        0.000        4893802                     34141222                    0                           0                           
GPU 1     50.406            919580077               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        364903                      336342                      0                           0                           
GPU 2     54.795            997770440               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        346460                      329427                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        67031                       241656                      0                           0                           
GPU 4     56.521            1028553216              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        388078                      351662                      0                           0                           
GPU 0     63.373            1267769114              N/A            N/A            23                2                 0.118        0.023        0.013        0.003        0.014        0.000        0.003        0.000        5902088                     38209225                    0                           0                           
GPU 1     50.646            919630845               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        355069                      364037                      0                           0                           
GPU 2     54.795            997825405               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        413765                      411010                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        85616                       285011                      0                           0                           
GPU 4     56.521            1028609918              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        437598                      424066                      0                           0                           
GPU 0     63.899            1267833200              N/A            N/A            22                2                 0.220        0.098        0.041        0.011        0.019        0.000        0.010        0.000        8377658                     51041706                    0                           0                           
GPU 1     50.646            919681592               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        204635                      255316                      0                           0                           
GPU 2     54.795            997880375               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        250003                      282771                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        49781                       256245                      0                           0                           
GPU 4     56.521            1028666636              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        189607                      234198                      0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     64.672            1267897201              N/A            N/A            22                2                 0.220        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8653825                     51498985                    0                           0                           
GPU 1     50.646            919732383               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        284602                      277336                      0                           0                           
GPU 2     54.795            997935298               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        292435                      281326                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        48087                       236785                      0                           0                           
GPU 4     56.521            1028723340              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        297874                      285443                      0                           0                           
GPU 0     62.600            1267961184              N/A            N/A            22                2                 0.221        0.100        0.042        0.011        0.019        0.000        0.010        0.000        8443571                     51527739                    0                           0                           
GPU 1     50.646            919783112               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        248275                      272164                      0                           0                           
GPU 2     54.795            997990234               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        229393                      264338                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        46905                       242351                      0                           0                           
GPU 4     56.521            1028780042              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        203136                      247521                      0                           0                           
GPU 0     63.126            1268025140              N/A            N/A            23                2                 0.220        0.100        0.042        0.011        0.019        0.000        0.010        0.000        8434988                     51321411                    0                           0                           
GPU 1     50.646            919833937               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        192827                      235307                      0                           0                           
GPU 2     54.795            998045193               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        180607                      230624                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        46350                       256970                      0                           0                           
GPU 4     56.521            1028836765              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        206011                      245470                      0                           0                           
GPU 0     62.887            1268088929              N/A            N/A            22                2                 0.217        0.000        0.000        0.000        0.019        0.000        0.010        0.000        8709562                     51142687                    0                           0                           
GPU 1     50.406            919884681               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        529547                      488731                      0                           0                           
GPU 2     54.795            998100169               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        480409                      454753                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        51064                       290604                      0                           0                           
GPU 4     56.521            1028893452              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        471326                      445676                      0                           0                           
GPU 0     63.126            1268152721              N/A            N/A            22                2                 0.221        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8412775                     51462000                    0                           0                           
GPU 1     50.646            919935452               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        181707                      222724                      0                           0                           
GPU 2     54.795            998155105               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        180715                      222340                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        87693                       245182                      0                           0                           
GPU 4     56.521            1028950151              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        187152                      227864                      0                           0                           
GPU 0     60.288            1268215868              N/A            N/A            14                2                 0.218        0.099        0.041        0.011        0.019        0.000        0.010        0.000        8375159                     50803483                    0                           0                           
GPU 1     50.646            919986238               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        171666                      232011                      0                           0                           
GPU 2     54.795            998210053               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        351041                      338604                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        84431                       274036                      0                           0                           
GPU 4     56.521            1029006864              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        406395                      369617                      0                           0                           
GPU 0     57.976            1268275938              N/A            N/A            2                 1                 0.024        0.021        0.012        0.002        0.010        0.000        0.000        0.000        3447428                     27282194                    0                           0                           
GPU 1     50.646            920037001               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        215341                      233015                      0                           0                           
GPU 2     54.795            998265009               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        124390                      182006                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        39090                       217104                      0                           0                           
GPU 4     56.521            1029063663              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        138400                      191395                      0                           0                           
