#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     64.433            1273701246              N/A            N/A            13                1                 0.029        0.023        0.013        0.003        0.011        0.000        0.005        0.000        3957127                     31810139                    0                           0                           
GPU 1     50.646            924431440               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        432288                      478746                      0                           0                           
GPU 2     54.795            1003024625              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        496209                      516183                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        65088                       356392                      0                           0                           
GPU 4     56.521            1033977283              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        453371                      478161                      0                           0                           
GPU 0     63.373            1273765399              N/A            N/A            29                2                 0.252        0.105        0.045        0.011        0.018        0.000        0.008        0.000        9893619                     49955832                    0                           0                           
GPU 1     50.646            924482213               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        307623                      296533                      0                           0                           
GPU 2     54.795            1003079590              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        318011                      302084                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        60035                       244108                      0                           0                           
GPU 4     56.521            1034033989              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        304656                      296713                      0                           0                           
GPU 0     65.199            1273829606              N/A            N/A            29                2                 0.290        0.103        0.045        0.011        0.019        0.000        0.010        0.000        10772833                    52556839                    0                           0                           
GPU 1     50.646            924532999               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        432105                      470178                      0                           0                           
GPU 2     55.042            1003134561              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        428453                      473514                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        57495                       349596                      0                           0                           
GPU 4     56.809            1034090720              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        524068                      538915                      0                           0                           
GPU 0     62.887            1273893703              N/A            N/A            29                2                 0.293        0.104        0.045        0.011        0.019        0.000        0.010        0.000        10933902                    53141888                    0                           0                           
GPU 1     50.646            924583822               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        463818                      545402                      0                           0                           
GPU 2     54.795            1003189488              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        563535                      616529                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        77842                       435223                      0                           0                           
GPU 4     56.521            1034147448              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        645477                      677567                      0                           0                           
GPU 0     64.672            1273957882              N/A            N/A            30                2                 0.295        0.000        0.000        0.000        0.019        0.000        0.011        0.000        10996835                    53790150                    0                           0                           
GPU 1     50.646            924634624               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        376208                      350665                      0                           0                           
GPU 2     54.795            1003244437              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        392744                      358680                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        83812                       254430                      0                           0                           
GPU 4     56.521            1034204181              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        397741                      362706                      0                           0                           
GPU 0     64.433            1274022074              N/A            N/A            30                2                 0.295        0.106        0.046        0.012        0.019        0.000        0.010        0.000        10883759                    53485881                    0                           0                           
GPU 1     50.646            924685422               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        188547                      232682                      0                           0                           
GPU 2     54.795            1003299423              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        210930                      244096                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        93335                       270902                      0                           0                           
GPU 4     56.521            1034260882              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        241797                      280507                      0                           0                           
GPU 0     63.899            1274086205              N/A            N/A            30                2                 0.291        0.103        0.044        0.011        0.019        0.000        0.011        0.000        10922409                    52922174                    0                           0                           
GPU 1     50.646            924736304               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        505959                      551931                      0                           0                           
GPU 2     54.795            1003354410              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        607947                      605238                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        125416                      386548                      0                           0                           
GPU 4     56.587            1034317584              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        556978                      558306                      0                           0                           
GPU 0     64.187            1274150318              N/A            N/A            30                2                 0.292        0.103        0.044        0.011        0.019        0.000        0.000        0.000        10879414                    52839494                    0                           0                           
GPU 1     50.646            924787113               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        241378                      248704                      0                           0                           
GPU 2     54.795            1003409515              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        237752                      253529                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        53989                       227004                      0                           0                           
GPU 4     56.521            1034374333              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        256317                      265331                      0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     61.061            1274211758              N/A            N/A            2                 1                 0.154        0.104        0.045        0.011        0.013        0.000        0.010        0.000        6635541                     35879175                    0                           0                           
GPU 1     50.646            924837971               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        429449                      470358                      0                           0                           
GPU 2     54.795            1003464370              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        527326                      532253                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        75529                       361303                      0                           0                           
GPU 4     56.521            1034431077              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        587258                      571333                      0                           0                           
GPU 0     64.433            1274272826              N/A            N/A            2                 1                 0.069        0.024        0.014        0.003        0.012        0.000        0.005        0.000        5140302                     34865220                    0                           0                           
GPU 1     50.646            924888850               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        488165                      549080                      0                           0                           
GPU 2     54.795            1003519328              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        577355                      612176                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        87465                       427032                      0                           0                           
GPU 4     56.521            1034487815              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        682986                      686440                      0                           0                           
GPU 0     62.887            1274336831              N/A            N/A            30                2                 0.288        0.102        0.044        0.011        0.019        0.000        0.010        0.000        10601905                    51843479                    0                           0                           
GPU 1     50.646            924939716               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        322256                      316223                      0                           0                           
GPU 2     54.795            1003574307              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        319004                      313602                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        53618                       229598                      0                           0                           
GPU 4     56.521            1034544581              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        412268                      368590                      0                           0                           
GPU 0     63.899            1274400891              N/A            N/A            29                2                 0.287        0.102        0.044        0.011        0.019        0.000        0.010        0.000        10638252                    52079019                    0                           0                           
GPU 1     50.646            924990538               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        314973                      310992                      0                           0                           
GPU 2     54.795            1003629289              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        236926                      267615                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        70941                       302411                      0                           0                           
GPU 4     56.521            1034601279              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        302395                      323505                      0                           0                           
GPU 0     62.600            1274464965              N/A            N/A            29                2                 0.289        0.103        0.045        0.011        0.019        0.000        0.010        0.000        10810536                    52562791                    0                           0                           
GPU 1     50.646            925041383               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        398542                      449750                      0                           0                           
GPU 2     54.795            1003684137              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        502725                      519055                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        77846                       360672                      0                           0                           
GPU 4     56.587            1034658039              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        475158                      488149                      0                           0                           
GPU 0     63.126            1274528985              N/A            N/A            30                2                 0.289        0.103        0.045        0.011        0.019        0.000        0.010        0.000        10932963                    52638785                    0                           0                           
GPU 1     50.646            925092239               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        568032                      593100                      0                           0                           
GPU 2     54.795            1003739142              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        711381                      682547                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        96885                       408144                      0                           0                           
GPU 4     56.521            1034714770              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        837362                      764011                      0                           0                           
GPU 0     63.899            1274593001              N/A            N/A            29                2                 0.288        0.000        0.000        0.000        0.019        0.000        0.010        0.000        10725132                    52334489                    0                           0                           
GPU 1     50.646            925142997               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        211681                      248096                      0                           0                           
GPU 2     54.795            1003794163              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        148536                      198557                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        100006                      252949                      0                           0                           
GPU 4     56.809            1034771528              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        140488                      196862                      0                           0                           
GPU 0     63.126            1274657140              N/A            N/A            29                2                 0.288        0.104        0.045        0.011        0.019        0.000        0.010        0.000        10767392                    52645069                    0                           0                           
GPU 1     50.646            925193829               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        326469                      323366                      0                           0                           
GPU 2     54.795            1003849183              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        317668                      329614                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        62444                       303881                      0                           0                           
GPU 4     56.587            1034828259              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        634707                      560105                      0                           0                           
GPU 0     64.672            1274721186              N/A            N/A            29                2                 0.286        0.101        0.044        0.011        0.018        0.000        0.010        0.000        10699700                    51999010                    0                           0                           
GPU 1     50.646            925244700               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        518398                      529180                      0                           0                           
GPU 2     54.795            1003904231              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        603366                      574237                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        101167                      368352                      0                           0                           
GPU 4     56.521            1034884952              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        430685                      453673                      0                           0                           
GPU 0     65.732            1274783438              N/A            N/A            14                1                 0.139        0.103        0.045        0.011        0.013        0.000        0.004        0.000        6613984                     36747676                    0                           0                           
GPU 1     50.646            925295548               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        327009                      317955                      0                           0                           
GPU 2     54.795            1003959286              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        344528                      335218                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        75088                       291501                      0                           0                           
GPU 4     56.521            1034941674              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        428792                      406924                      0                           0                           
GPU 0     57.976            1274843453              N/A            N/A            4                 2                 0.020        0.031        0.018        0.003        0.008        0.000        0.001        0.000        4234169                     23373197                    0                           0                           
GPU 1     50.646            925346402               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        510411                      581500                      0                           0                           
GPU 2     54.795            1004014320              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        536314                      606459                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        106638                      466099                      0                           0                           
GPU 4     56.521            1034998415              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        502273                      574941                      0                           0                           
GPU 0     58.988            1274901947              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.002        0.000        0.000        0.000        5057762                     4067532                     0                           0                           
GPU 1     50.646            925397278               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        685600                      1063002                     0                           0                           
GPU 2     54.795            1004069299              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        735417                      1081935                     0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        177105                      971863                      0                           0                           
GPU 4     56.521            1035055176              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        868222                      1125592                     0                           0                           
GPU 0     60.821            1274962988              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        378644                      334845                      0                           0                           
GPU 1     50.646            925448092               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        379163                      353294                      0                           0                           
GPU 2     54.795            1004124250              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        380421                      346874                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        54018                       244830                      0                           0                           
GPU 4     56.521            1035111894              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        382756                      350714                      0                           0                           
GPU 0     55.903            1275023394              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        316681                      306287                      0                           0                           
GPU 1     50.646            925498910               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        267855                      281540                      0                           0                           
GPU 2     54.795            1004179209              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        262463                      278003                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        70338                       254270                      0                           0                           
GPU 4     56.521            1035168585              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        303348                      301045                      0                           0                           
#Entity   POWER             TOTEC                   TXTPT          RXTPT          GPUTL             MCUTL             GRACT        SMACT        SMOCC        TENSO        DRAMA        FP64A        FP32A        FP16A        PCITX                       PCIRX                       NVLTX                       NVLRX                       
ID         W                 mJ                     KB/            KB/                                                                                                                                                                                                                                                                        
GPU 0     55.903            1275079428              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        431832                      387694                      0                           0                           
GPU 1     50.646            925549710               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        311080                      311118                      0                           0                           
GPU 2     54.795            1004234187              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        307290                      314673                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        73978                       264632                      0                           0                           
GPU 4     56.521            1035225271              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        337062                      330731                      0                           0                           
GPU 0     55.616            1275135432              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        256634                      257949                      0                           0                           
GPU 1     50.646            925600544               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        276230                      271273                      0                           0                           
GPU 2     54.795            1004289146              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        261143                      263879                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        58350                       236113                      0                           0                           
GPU 4     56.587            1035282016              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        325846                      299038                      0                           0                           
GPU 0     55.903            1275191467              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        354546                      342101                      0                           0                           
GPU 1     50.646            925651368               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        271449                      290834                      0                           0                           
GPU 2     54.795            1004344081              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        306796                      313097                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        60384                       263399                      0                           0                           
GPU 4     56.521            1035338774              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        365179                      344482                      0                           0                           
GPU 0     55.616            1275247517              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        123925                      203328                      0                           0                           
GPU 1     50.646            925702172               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        206073                      248678                      0                           0                           
GPU 2     54.795            1004399024              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        297654                      314997                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        70245                       274095                      0                           0                           
GPU 4     56.521            1035395495              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        265310                      298731                      0                           0                           
GPU 0     55.903            1275303516              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        354266                      331723                      0                           0                           
GPU 1     50.646            925752971               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        272320                      270664                      0                           0                           
GPU 2     54.731            1004453972              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        265877                      268152                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        62764                       234592                      0                           0                           
GPU 4     56.521            1035452212              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        276176                      276136                      0                           0                           
GPU 0     55.903            1275359540              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        365181                      334109                      0                           0                           
GPU 1     50.646            925803794               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        352356                      338680                      0                           0                           
GPU 2     54.795            1004508911              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        246641                      279399                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        81592                       266025                      0                           0                           
GPU 4     56.521            1035508908              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        267114                      290379                      0                           0                           
GPU 0     55.903            1275415503              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        365181                      334109                      0                           0                           
GPU 1     50.646            925854624               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        352356                      338680                      0                           0                           
GPU 2     54.795            1004563852              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        246641                      279399                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        81592                       266025                      0                           0                           
GPU 4     56.521            1035565613              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        267114                      290379                      0                           0                           
GPU 0     55.616            1275471453              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        280266                      299912                      0                           0                           
GPU 1     50.646            925905447               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        234182                      262878                      0                           0                           
GPU 2     54.795            1004618832              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        224015                      258154                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        90052                       269788                      0                           0                           
GPU 4     56.521            1035622326              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        238597                      267727                      0                           0                           
GPU 0     55.903            1275527304              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        303007                      287139                      0                           0                           
GPU 1     50.646            925956240               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        301898                      291446                      0                           0                           
GPU 2     54.795            1004673789              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        309314                      294996                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        75754                       246052                      0                           0                           
GPU 4     56.521            1035679054              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        348345                      317262                      0                           0                           
GPU 0     55.616            1275583184              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        259957                      283603                      0                           0                           
GPU 1     50.646            926007033               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        250655                      277793                      0                           0                           
GPU 2     54.795            1004728757              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        241950                      273234                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        66016                       262700                      0                           0                           
GPU 4     56.521            1035735781              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        286997                      298225                      0                           0                           
GPU 0     55.616            1275639136              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        233993                      265564                      0                           0                           
GPU 1     50.646            926057843               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        298714                      312779                      0                           0                           
GPU 2     54.795            1004783700              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        292456                      309776                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        54590                       268802                      0                           0                           
GPU 4     56.521            1035792513              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        328259                      330226                      0                           0                           
GPU 0     55.616            1275695149              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        384879                      351830                      0                           0                           
GPU 1     50.646            926108688               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        225071                      245409                      0                           0                           
GPU 2     54.795            1004838661              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        335526                      307415                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        69707                       253831                      0                           0                           
GPU 4     56.587            1035849222              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        302062                      293646                      0                           0                           
GPU 0     55.616            1275751184              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        271377                      279786                      0                           0                           
GPU 1     50.646            926159513               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        279199                      297478                      0                           0                           
GPU 2     54.795            1004893623              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        285388                      301602                      0                           0                           
GPU 3     N/A               N/A                     N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        66503                       262572                      0                           0                           
GPU 4     56.521            1035905955              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        288271                      305058                      0                           0                           
GPU 0     55.616            1275807270              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        313900                      314944                      0                           0                           
GPU 1     50.646            926210343               N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        239627                      266574                      0                           0                           
GPU 2     54.795            1004948581              N/A            N/A            0                 0                 0.000        0.000        0.000        0.000        0.000        0.000        0.000        0.000        257639                      277666                      0                           0                           
